WKT,nama,deskripsi
"POLYGON ((106.8235764 -6.171519, 106.823276 -6.1720523, 106.8230614 -6.1797322, 106.8238768 -6.1804789, 106.8309793 -6.1801802, 106.8310866 -6.1797322, 106.8304428 -6.1788789, 106.8307003 -6.1786016, 106.8298635 -6.1776629, 106.8297776 -6.173503, 106.8291554 -6.1728843, 106.8292412 -6.172223, 106.8291554 -6.1717963, 106.8289408 -6.1716043, 106.8235764 -6.171519))",Taman Monas
,Ini namanya Taman Monas

