WKT,nama,deskripsi
"POLYGON ((106.7806339 -6.3171749, 106.7749345 -6.3624808, 106.6630112 -6.3583863, 106.70215 -6.4525518, 106.7309892 -6.4866655, 106.7618882 -6.4812074, 106.789354 -6.4812074, 106.8099534 -6.4846187, 106.8312394 -6.4696089, 106.8408524 -6.4661975, 106.843599 -6.4832542, 106.8587052 -6.4668798, 106.8662583 -6.4832542, 106.8799912 -6.4675621, 106.8930375 -6.4443642, 106.9047105 -6.4150242, 106.9205033 -6.3979652, 106.9328629 -6.3815881, 106.9431626 -6.3693049, 106.9156968 -6.3679401, 106.8950974 -6.3740817, 106.8806779 -6.3665753, 106.8717515 -6.3536093, 106.8593919 -6.361116, 106.8367326 -6.3652105, 106.8085801 -6.3686225, 106.7943669 -6.3635812, 106.7982804 -6.3181218, 106.7806339 -6.3171749))",Kota Depok
,
