WKT,nama,deskripsi
"POLYGON ((106.8163266 -6.3050469, 106.8162623 -6.3056228, 106.8170133 -6.3069451, 106.8168416 -6.3077129, 106.8160906 -6.3080755, 106.8158331 -6.3098883, 106.8162193 -6.3106135, 106.8176785 -6.3103575, 106.817936 -6.3147724, 106.8165412 -6.3150923, 106.8164339 -6.3160307, 106.8180862 -6.3162866, 106.8193522 -6.317225, 106.8236437 -6.3173956, 106.8237295 -6.3176729, 106.8248668 -6.3177369, 106.8259397 -6.3112533, 106.8265405 -6.3114239, 106.8269911 -6.3087793, 106.8246737 -6.3084167, 106.8244591 -6.3063906, 106.8207684 -6.3067105, 106.8202963 -6.3058361, 106.8163266 -6.3050469))",Kebun Binatang Ragunan
,
