WKT,nama,deskripsi
"POLYGON ((106.8509326 -6.2328568, 106.8506778 -6.2334077, 106.8506885 -6.2340849, 106.8510104 -6.2345755, 106.8516058 -6.2349168, 106.852389 -6.2354341, 106.8526465 -6.2358714, 106.852727 -6.2363033, 106.8526304 -6.2366499, 106.8517292 -6.2399082, 106.8527002 -6.2420999, 106.8539018 -6.2420146, 106.8530567 -6.2408217, 106.8529333 -6.2397605, 106.8529924 -6.2392912, 106.8535987 -6.2371816, 106.8532554 -6.2347339, 106.8528316 -6.2348086, 106.8525902 -6.2335447, 106.8513349 -6.233534, 106.851292 -6.2330274, 106.8509326 -6.2328568))",Tebet Eco Park
,
