WKT,nama,deskripsi
"POLYGON ((106.723299 -6.0884953, 106.6917133 -6.095323, 106.6985797 -6.1103436, 106.6848468 -6.1294601, 106.6958332 -6.1663257, 106.7274188 -6.1936319, 106.7178058 -6.2263975, 106.7384052 -6.2250323, 106.7806339 -6.3171749, 106.8096447 -6.3156393, 106.8013195 -6.3358569, 106.7944101 -6.3492072, 106.7943669 -6.3635812, 106.8331624 -6.3574394, 106.8537617 -6.3369663, 106.9004536 -6.3628988, 106.9141865 -6.3628988, 106.9251729 -6.326047, 106.921053 -6.2878275, 106.9093799 -6.2721293, 106.9086934 -6.2595024, 106.934786 -6.2523355, 106.9471456 -6.2332235, 106.9663717 -6.210015, 106.9746114 -6.1745177, 106.9746114 -6.1472105, 106.9732381 -6.1048816, 106.9704916 -6.0912264, 106.9567586 -6.0884953, 106.9265461 -6.098054, 106.8826008 -6.095323, 106.855135 -6.1212674, 106.812563 -6.1212674, 106.765871 -6.1048816, 106.723299 -6.0884953))",Provinsi DKI Jakarta
,
