WKT,nama,deskripsi
"POLYGON ((106.8894185 -6.3014861, 106.8893917 -6.3026858, 106.8903895 -6.3027178, 106.8904538 -6.3024405, 106.8903626 -6.3022752, 106.890309 -6.3019766, 106.890368 -6.3017154, 106.8905611 -6.3016621, 106.8904377 -6.3014808, 106.8894185 -6.3014861))",Taman Mini Indonesia Indah
,
