WKT,nama,deskripsi
"POLYGON ((110.0287796 -7.8959698, 110.1743485 -7.9653377, 110.3363968 -8.0251752, 110.3721024 -8.063249, 110.5080582 -8.1176339, 110.6055619 -8.1448236, 110.7113053 -8.1978382, 110.7991959 -8.1937604, 110.828035 -8.2073529, 110.8349015 -8.1910418, 110.8170487 -8.146183, 110.795076 -8.1597771, 110.752504 -8.0251752, 110.7840897 -7.8225086, 110.7717301 -7.8007399, 110.7552506 -7.8265901, 110.7167984 -7.7966581, 110.6755997 -7.8007399, 110.6659867 -7.7857732, 110.6563736 -7.803461, 110.6467606 -7.7966581, 110.6151749 -7.8007399, 110.5835892 -7.8102638, 110.5808426 -7.7871338, 110.5643631 -7.7844125, 110.5368973 -7.8007399, 110.4998185 -7.7667239, 110.4462601 -7.5394273, 110.2732254 -7.7041274, 110.2567459 -7.6428827, 110.2402665 -7.6510491, 110.2128006 -7.6524102, 110.1825882 -7.6401605, 110.1235367 -7.6673816, 110.1386429 -7.6850744, 110.1358963 -7.7177361, 110.1125504 -7.774888, 110.0809647 -7.8061821, 110.0617386 -7.8075427, 110.0562455 -7.8469971, 110.0287796 -7.8959698))",Provinsi DI Yogyakarta
,
